"MW, Name",NIST ID
"182.   91.99 Acetic acid, mercapto-",C68111
"183.   92.00 Acetamide, N-(cyanomethyl)-",C4814806
"184.   92.00 Oxirane, (chloromethyl)-",C106898
"185.   92.00 Oxirane, (chloromethyl)-",C13403377
186.   92.00 2-Chloro-2-propen-1-ol,C5976476
"187.   92.00 2-Propanone, 1-chloro-",C78955
"188.   92.03 1-Propanol, 3-mercapto-",C19721223
"189.   92.03 Ethanol, 2-(methylthio)-",C5271385
"190.   92.04 Butane, 1-chloro-",C109693
"191.   92.04 Propane, 2-chloro-2-methyl-",C507200
"192.   92.04 Propane, 1-chloro-2-methyl-",C513360
"193.   92.04 Butane, 2-chloro-",C78864
194.   92.05 Glycerin,C56815
195.   92.06 Toluene,C108883
"196.   92.06 2,5-Norbornadiene",C121460
"197.   92.06 1,6-Heptadiyne",C2396636
"198.   92.06 1,3,5-Cycloheptatriene",C544252
"199.   93.00 Acetamide, 2-chloro-",C79072
200.   93.02 2-Furancarbonitrile,C617903
"201.   93.03 2-Propen-1-amine, hydrochloride",C10017115
"202.   93.06 Pyridine, 4-methyl-",C108894
"203.   93.06 Pyridine, 3-methyl-",C108996
"204.   93.06 Pyridine, 2-methyl-",C109068
205.   93.06 5-Hexynenitrile,C14918219
206.   93.06 3-Methylenecyclobutanenitrile,C15760357
207.   93.06 Aniline,C62533
208.   93.07 Pyridine borane,B6000360
209.   93.10 Butylamine hydrofluoride,B6005884
"210.   93.94 Methane, bromo-",C74839
"211.   93.98 Acetic acid, chloro-",C79118
"212.   93.99 1,2-Ethanedithiol",C540636
"213.   93.99 Disulfide, dimethyl",C624920
214.   94.01 Dimethyl sulfone,C67710
"215.   94.02 2-Propanol, 1-chloro-",C127004
"216.   94.02 Ethane, (chloromethoxy)-",C3188134
"217.   94.02 1-Propanol, 3-chloro-",C627305
"218.   94.03 Acetamidine, hydrochloride",B6005750
219.   94.04 Phenol,C108952
220.   94.05 N-Vinylimidazole,C1072635
221.   94.05 4-Methylpyridazine,C1120883
222.   94.05 3-Methylpyridazine,C1632764
"223.   94.05 Pyrimidine, 4-methyl-",C3438468
224.   94.05 3-Aminopyridine,C462088
225.   94.05 4-Aminopyridine,C504245
226.   94.05 2-Aminopyridine,C504290
227.   94.05 Pentanedinitrile,C544138
"228.   94.05 Propanedinitrile, dimethyl-",C7321553
"229.   94.08 1,3,6-Heptatriene",C1002273
"230.   94.08 1-Hexen-3-yne, 2-methyl-",C23056942
"231.   94.08 Tricyclo[2.2.1.0(2,6)]heptane",C279196
"232.   94.08 1,4-Cyclohexadiene, 1-methyl-",C4313579
233.   94.08 2-Norbornene,C498668
234.   94.08 Cyclopentyl acetylene,C54140306
235.   94.08 Cyclopentylacetylene,C930518
"236.   95.01 Acetamide, hydrochloride",B6008638
237.   95.03 guanidinium chloride,C50011
238.   95.04 1H-Pyrrole-2-carboxaldehyde,C1003298
239.   95.04 3-Pyridinol,C109002
240.   95.04 2(1H)-Pyridinone,C142085
"241.   95.04 Pyridine, 1-oxide",C694597
242.   95.05 Aminopyrazine,C5049616
243.   95.05 4-Aminopyrimidine,C591548
"244.   95.05 Acetonitrile, 2,2'-iminobis-",C628875
245.   95.05 Isopropyl amine hydrochloride,C15572562
246.   95.05 1-Propanamine hydrochloride,C556536
247.   95.05 Trimethylamine hydrochloride,C593817
248.   95.05 Methylethylamine hydrochloride,C624602
249.   95.07 cyclopentanecarbonitrile,C4254028
250.   95.07 5-Cyano-1-pentene,C5048191
"251.   95.07 1H-Pyrrole, 2,4-dimethyl-",C625821
"252.   95.07 1H-Pyrrole, 2,5-dimethyl-",C625843
"253.   95.95 Ethylene, 1,2-dichloro-, (Z)-",C156592
"254.   95.95 Ethylene, 1,2-dichloro-, (E)-",C156605
"255.   95.95 Ethene, 1,1-dichloro-",C75354
256.   96.00 Methylphosphonic acid,C993135
257.   96.00 Difluoroacetic acid,C381737
258.   96.01 Urea hydrochloride,C506898
259.   96.02 Sodium propionate,B6010184
260.   96.02 Furfural,C98011
"261.   96.04 Benzene, fluoro-",C462066
"262.   96.04 3-Amino-1,2,4-triazine",C1120996
263.   96.05 Ammonium carbonate,B6002848
"264.   96.06 2-Cyclopenten-1-one, 3-methyl-",C2758181
"265.   96.06 Furan, 2-ethyl-",C3208160
"266.   96.06 Furan, 2,5-dimethyl-",C625865
"267.   96.06 2,4-Hexadienal",C80466348
268.   96.06 2-Cyclohexen-1-one,C930687
"269.   96.07 1H-Imidazole, 2-ethyl-",C1072624
"270.   96.07 2-Butene, 2-amino-3-cyano-,",C19483784
"271.   96.07 3,5-Dimethylpyrazole",C67516
"272.   96.07 1H-Imidazole, 1-ethyl-",C7098079
"273.   96.09 1,3-Pentadiene, 2,4-dimethyl-",C1000868
"274.   96.09 2,3-Pentadiene, 2,4-dimethyl-",C1000879
"275.   96.09 1,4-Hexadiene, 4-methyl-",C1116901
276.   96.09 2-Heptyne,C1119659
"277.   96.09 Cyclohexane, methylene-",C1192376
"278.   96.09 1,5-Heptadiene",C1541237
"279.   96.09 Cyclopentene, 1,5-dimethyl-",C16491159
"280.   96.09 2-Hexyne, 4-methyl-",C20198496
281.   96.09 1-Ethylcyclopentene,C2146385
"282.   96.09 1-Hexyne, 5-methyl-",C2203807
283.   96.09 Norbornane,C279232
"284.   96.09 1,6-Heptadiene",C3070539
285.   96.09 Vinylcyclopentane,C3742345
286.   96.09 3-Methyl-1-hexyne,C40276935
"287.   96.09 1,5-Hexadiene, 2-methyl-",C4049814
"288.   96.09 2,4-Dimethyl 1,4-pentadiene",C4161653
"289.   96.09 Cyclopropane, 1,1'-methylenebis-",C5685472
"290.   96.09 Cyclohexene, 1-methyl-",C591491
291.   96.09 1-Heptyne,C628717
"292.   96.09 Cyclopentene, 3-ethyl-",C694359
"293.   96.09 2,3-Dimethyl-1,4-pentadiene",C758861
"294.   96.09 1,4-Hexadiene, 5-methyl-",C763882
"295.   96.09 2-Pentyne, 4,4-dimethyl-",C999780
"296.   96.17 Cyclohexane, d12",B6006735
"297.   96.17 Cyclohexane, d12",B6006736
"298.   96.17 Cyclohexane, d12",B6007574
299.   96.94 Potassium thiocyanate,B6000489
"300.   97.00 Thiocyanic acid, 2-propynyl ester",C24309486
"301.   97.03 Ethanol, 2-amino-, hydrochloride",B6005917
"302.   97.03 Hydroxylamine, n-ethyl-, hydrochloride",B6007611
303.   97.03 2-Aminoethanol hydrochloride,C2002246
"304.   97.03 Pyridine, 3-fluoro-",C372474
305.   97.03 2-Fluoropyridine,C372485
"306.   97.09 2-Propen-1-amine, N-2-propenyl-",C124027
307.   97.09 Hexanenitrile,C628739
308.   97.93 Phosgene,C75445
"309.   97.97 Ethane, 1,2-dichloro-",C107062
"310.   97.97 Ethane, 1,1-dichloro-",C75343
"311.   97.98 Acetic acid, potassium salt",B6002038
"312.   97.98 Acetic acid, potassium salt",B6010647
313.   97.98 Methanesulfonyl fluoride,C558258
"314.   98.00 Glycolic acid, sodium salt",B6005978
315.   98.00 Maleic anhydride,C108316
"316.   98.02 Thiophene, 3-methyl-",C616444
317.   98.04 Methyl 2-butynoate,C23326274
"318.   98.04 2(3H)-Furanone, 5-methyl-",C591128
319.   98.04 Ethyl propiolate,C623472
"320.   98.04 2-Propyn-1-ol, acetate",C627098
321.   98.04 2-Furanmethanol,C98000
"322.   98.05 3-Isoxazolamine, 5-methyl-",C1072679
"323.   98.05 3H-Pyrazol-3-one, 2,4-dihydro-5-methyl-",C108269
324.   98.05 5-Amino-3-methylisoxazole,C14678025
"325.   98.05 Furazan, dimethyl-",C4975217
326.   98.06 (Trimethylsilyl)acetylene,C1066542
327.   98.07 3-Hexyn-1-ol,C1002284
328.   98.07 1-Hexyn-3-ol,C105317
329.   98.07 3-Methylenecyclobutanemethanol,C10555450
330.   98.07 Cyclohexanone,C108941
"331.   98.07 2,4-Hexadien-1-ol",C111284
"332.   98.07 Cyclopentanone, 2-methyl-",C1120725
"333.   98.07 3-Penten-2-one, 4-methyl-",C141797
334.   98.07 Methyl 1-methylcyclopropyl ketone,C1567755
"335.   98.07 Cyclopentanone, 3-methyl-",C1757422
336.   98.07 5-Hexyn-3-ol,C19780848
337.   98.07 7-Oxabicyclo[2.2.1]heptane,C279492
338.   98.07 7-Oxabicyclo[4.1.0]heptane,C286204
"339.   98.07 Ethanone, 1-cyclobutyl-",C3019258
340.   98.07 2-Hexenal,C505577
"341.   98.07 1-Propene, 3,3'-oxybis-",C557404
342.   98.07 2-Methyl-3-pentyn-2-ol,C590385
"343.   98.07 2-Pentenal, 2-methyl-",C623369
"344.   98.07 2-Hexenal, (E)-",C6728263
345.   98.07 2-Hexyn-1-ol,C764603
"346.   98.07 1-Pentyn-3-ol, 3-methyl-",C77758
347.   98.07 2-Cyclohexen-1-ol,C822673
"348.   98.07 1,5-Hexadien-3-ol",C924414
349.   98.07 5-Hexyn-1-ol,C928905
"350.   98.08 Propanenitrile, 3-(dimethylamino)-",C1738256
351.   98.08 Diethylcyanamide,C617834
352.   98.09 Benzen-d5-amine,C4165611
353.   98.11 (2E)-2-heptene,B6007044
"354.   98.11 Cyclopropane, 1,1-diethyl-",C1003196
"355.   98.11 2-Hexene, 3-methyl-, (Z)-",C10574364
"356.   98.11 2-Pentene, 2,3-dimethyl-",C10574375
"357.   98.11 Cyclohexane, methyl-",C108872
"358.   98.11 Cyclopentane, 1,2-dimethyl-, cis-",C1192183
"359.   98.11 (Z)-Hex-2-ene, 5-methyl-",C13151172
"360.   98.11 3-Heptene, (E)-",C14686147
"361.   98.11 3-Hexene, 2-methyl-, (Z)-",C15840605
"362.   98.11 (E)-2-Hexene, 3-methyl",C20710387
"1. 98.11 1-Pentene, 2,4-dimethyl-",C2213323
"2.   98.11 Cyclopentane, 1,3-dimethyl-",C2453001
"3.   98.11 Cyclopentane, 1,3-dimethyl-, cis-",C2532583
"4.   98.11 2-Hexene, 2-methyl-",C2738194
5.   98.11 Cycloheptane,C291645
"6.   98.11 4-Methyl-2-hexene,c&t",C3404555
"7.   98.11 1-Hexene, 3-methyl-",C3404613
"8.   98.11 5-Methyl-2-hexene,c&t",C3404624
9.   98.11 3-Methyl-3-hexene,C3404657
"10.   98.11 1-Pentene, 2,3-dimethyl-",C3404726
"11.   98.11 1-Pentene, 3,3-dimethyl-",C3404737
12.   98.11 (Z)-4-Methyl-2-hexene,C3683190
"13.   98.11 2-Hexene, 4-methyl-, (E)-",C3683225
"14.   98.11 1-Hexene, 4-methyl-",C3769231
"15.   98.11 1-Pentene, 3-ethyl-",C4038044
"16.   98.11 Cyclopropane, 1,1,2,2-tetramethyl-",C4127473
"17.   98.11 3-Hexene, 3-methyl-, (Z)-",C4914890
"18.   98.11 2-Pentene, 3,4-dimethyl-, (Z)-",C4914914
"19.   98.11 Butane, 2-cyclopropyl-",C5750027
20.   98.11 1-Heptene,C592767
21.   98.11 2-Heptene,C592778
22.   98.11 3-Heptene,C592789
"23.   98.11 1-Butene, 2,3,3-trimethyl-",C594569
"24.   98.11 1-Hexene, 2-methyl-",C6094026
"25.   98.11 2-Pentene, 2,4-dimethyl-",C625650
"26.   98.11 2-Pentene, 4,4-dimethyl-, (E)-",C690084
"27.   98.11 3-Hexene, 2-methyl-, (E)-",C692240
"28.   98.11 1-Butene, 2-ethyl-3-methyl-",C7357939
"29.   98.11 1-Pentene, 3,4-dimethyl-",C7385786
"30.   98.11 2-Hexene, 5-methyl-, (E)-",C7385822
"31.   98.11 2-Pentene, 4,4-dimethyl-, (Z)-",C762630
"32.   98.11 2-Pentene, 3-ethyl-",C816795
"33.   98.11 Cyclopentane, 1,2-dimethyl-, trans-",C822504
34.   98.11 Isopropylcyclobutane,C872560
"35.   98.13 Borane, triethyl-",C97949
"36.   99.01 Cyclopropane, isothiocyanato-",C56601424
37.   99.01 Allyl Isothiocyanate,C57067
"38.   99.03 2,2,2-Trifluoroethylamine",C753902
"39.   99.03 Acetic acid, cyano-, methyl ester",C105340
40.   99.03 Succinimide,C123568
"41.   99.03 Carbonocyanidic acid, ethyl ester",C623494
42.   99.04 Cyacetacide,C140874
43.   99.05 Dimethylamine hydrochloride hydrate,B6006467
"44.   99.07 Butane, 1-isocyanato-",C111364
"45.   99.07 3-Penten-2-one, 4-amino-",C1118667
"46.   99.07 2-Propenamide, N,N-dimethyl-",C2680037
"47.   99.07 4,4-Dimethyl-2-oxazoline",C30093993
48.   99.07 2-Piperidinone,C675207
"49.   99.07 2-Pyrrolidinone, 1-methyl-",C872504
50.   99.10 Cyclohexylamine,C108918
51.   99.10 2-Methylpiperidine,C109057
"52.   99.10 Isopropylamine, n-allyl-,",C35000227
"53.   99.10 Piperidine, 4-methyl-",C626584
"54.   99.10 Piperidine, 1-methyl-",C626675
"55.   99.10 Isobutenyl amine, n,n-dimethyl-",C6906327
56.   99.16 Trimethylamine-triborane (7),B6000846
57.   99.95 Calcium carbonate,B6000507
58.   99.95 Calcium carbonate (calcite),B6004659
59.   99.95 Calcium carbonate (precipitated),C471341
60.   99.96 Potassium bicarbonate,B6000513
"61.   99.99 Ethane, 1-chloro-1,1-difluoro-",C75683
"62.   99.99 Ethene, tetrafluoro-",C116143
"63.   100.01 Ethanol, 2,2,2-trifluoro-",C75898
64.   100.03 Propargyl ethyl sulfide,C7310921
"65.   100.05 Propanoic acid, ethenyl ester",C105384
"66.   100.05 1-Propen-2-ol, acetate",C108225
"67.   100.05 2(3H)-Furanone, dihydro-5-methyl-",C108292
68.   100.05 Acetylacetone,C123546
69.   100.05 trans-2-Pentenoic acid,C13991372
"70.   100.05 2-Propenoic acid, ethyl ester",C140885
"71.   100.05 2-Oxetanone, 3,3-dimethyl-",C1955459
72.   100.05 Cyclobutylcarboxylic acid,C3721957
"73.   100.05 2H-Pyran-2-one, tetrahydro-",C542289
74.   100.05 4-Pentenoic acid,C591800
75.   100.05 Allyl acetate,C591877
"76.   100.05 2,3-Pentanedione",C600146
77.   100.05 Methyl methacrylate,C80626
"78.   100.06 Urea, 2-propenyl-",C557119
"79.   100.06 Pyrrolidine, 1-nitroso-",C930552
"80.   100.07 Silane, ethenyltrimethyl-",C754052
81.   100.08 Phenol-d6-,C13127883
"82.   100.09 Tetrahydrofuran, 2,2-dimethyl-",C1003174
"83.   100.09 Furan, tetrahydro-2,5-dimethyl-",C1003389
"84.   100.09 2H-Pyran, tetrahydro-2-methyl-",C10141727
85.   100.09 Methyl Isobutyl Ketone,C108101
86.   100.09 Cyclohexanol,C108930
"87.   100.09 Butane, 1-(ethenyloxy)-",C111342
"88.   100.09 Cyclopropane, 1-methoxy-2,3-dimethyl-",C116405119
"89.   100.09 Pentanal, 2-methyl-",C123159
"90.   100.09 Oxirane, butyl-",C1436346
"91.   100.09 Cyclopentanol, 1-methyl-",C1462039
"92.   100.09 1-Propene, 3-propoxy-",C1471030
"93.   100.09 Pentanal, 3-methyl-",C15877573
"94.   100.09 Cyclopentanol, 3-methyl-",C18729481
"95.   100.09 4-Penten-2-ol, 4-methyl-",C2004673
"96.   100.09 1-Penten-3-ol, 2-methyl-",C2088075
"97.   100.09 Cyclopentanol, 2-methyl-",C24070777
"98.   100.09 Butanal, 3,3-dimethyl-",C2987168
99.   100.09 Cyclopentanemethanol,C3637614
100.   100.09 1-Cyclobutylethanol,C38401411
"101.   100.09 3-Penten-2-ol, 4-methyl-,",C4325820
102.   100.09 1-Hexen-3-ol,C4798441
"103.   100.09 1-Penten-3-ol, 4-methyl-",C4798452
"104.   100.09 4-Penten-1-ol, 3-methyl-",C51174448
105.   100.09 3-Hexen-1-ol,C544127
"106.   100.09 2-Pentanone, 3-methyl-",C565617
107.   100.09 3-Hexanone,C589388
108.   100.09 2-Hexanone,C591786
109.   100.09 Oxepane,C592905
"110.   100.09 4-Pentene-2-ol, 2-methyl",C624975
111.   100.09 5-Hexen-2-ol,C626948
112.   100.09 Hexanal,C66251
113.   100.09 Hex-5-en-3-ol,C688993
"114.   100.09 2-Butanone, 3,3-dimethyl-",C75978
115.   100.09 5-Hexen-1-ol,C821410
"116.   100.09 1-Penten-3-ol, 3-methyl-",C918854
"117.   100.09 2-Hexen-1-ol, (E)-",C928950
"118.   100.09 3-Hexen-1-ol, (Z)-",C928961
"119.   100.09 3-Hexen-1-ol, (E)-",C928972
"120.   100.09 Butanal, 2-ethyl-",C97961
"121.   100.10 Piperazine, 1-methyl-",C109013
122.   100.10 1-Methylhexahydropyrimidine,C31952008
"123.   100.10 Ethylenediamine, n-allyl-",C40510223
124.   100.10 Homopiperazine,C505668
"125.   100.11 Borinic acid, diethyl-, methyl ester",C7397468
126.   100.11 Toluene-D8,C2037265
"127.   100.13 Pentane, 2,4-dimethyl-",C108087
128.   100.13 Heptane,C142825
"129.   100.13 Butane, 2,2,3-trimethyl-",C464062
"130.   100.13 Pentane, 3,3-dimethyl-",C562492
"131.   100.13 Pentane, 2,3-dimethyl-",C565593
"132.   100.13 Hexane, 3-methyl-",C589344
"133.   100.13 Pentane, 2,2-dimethyl-",C590352
"134.   100.13 Pentane, 3-ethyl-",C617787
135.   100.95 Potassium nitrate,B6000529
136.   100.95 potassium nitrate,C7757791
"137.   101.00 2-Propenenitrile, 3-chloro-2-methyl-",C10329370
"138.   101.00 1,3,4-Thiadiazol-2-amine",C4005510
"139.   101.00 1,2,4-Thiadiazole, 5-amino-",C7552070
140.   101.03 Isopropyl isothiocyanate,C2253738
141.   101.03 2-Pyrrolidinethione,C2295354
"142.   101.03 Thiazole, 4,5-dihydro-2-methyl-",C2346001
"143.   101.03 Propane, 1-isothiocyanato-",C628308
"144.   101.05 2-Oxazolanone, 5-methyl-",C1072704
145.   101.05 Diacetamide,C625774
146.   101.08 N-methyl morpholine hydrochloride,B6002057
"147.   101.08 Morpholine, 4-methyl-",C109024
"148.   101.08 Formamide, N-(1,1-dimethylethyl)-",C2425743
"149.   101.08 2-Furanmethanamine, tetrahydro-",C4795293
150.   101.08 N-(n-Propyl)acetamide,C5331486
151.   101.08 4-Hydroxypiperidine,C5382161
"152.   101.08 Butanamide, 3-methyl-",C541468
"153.   101.08 Formamide, N,N-diethyl-",C617845
154.   101.08 2-Pentanone oxime,C623405
155.   101.08 Pentanamide,C626971
"156.   101.08 Propanamide, 2,2-dimethyl-",C754109
"157.   101.08 Propanamide, N,N-dimethyl-",C758963
"158.   101.08 Formamide, N-butyl-",C871716
"159.   101.10 Borane, compound with morpholine",B6006565
"160.   101.12 2-Pentanamine, 4-methyl-",C108098
161.   101.12 Diisopropylamine,C108189
162.   101.12 1-Hexanamine,C111262
163.   101.12 Triethylamine,C121448
"164.   101.12 1-Propanamine, N,N,2-trimethyl",C7239249
165.   101.94 Fluorodichloromethane,C75434
166.   101.95 Sodium metaphosphate,C10361032
167.   101.96 Sulfuryl fluoride,C2699798
168.   102.01 Lithium oxalate,B6000056
169.   102.01 Dihydro-3-(2H)-thiophenone,C1003049
170.   102.01 Dihydro-2(3H)-thiophenone,C1003107
171.   102.03 2-Imidazolidinethione,C96457
172.   102.03 Acetic anhydride,C108247
173.   102.03 Propylene Carbonate,C108327
174.   102.03 P-dioxan-2-one,C3041165
"175.   102.03 Butanoic acid, 2-oxo-",C600180
176.   102.04 Propanediamide,C108134
"177.   102.04 Acetamide, N-(aminocarbonyl)-",C591071
"178.   102.04 N,N'-Methylenebis(formamide)",C6921988
179.   102.05 Phenylethyne,C536743
"180.   102.05 2H-Thiopyran, tetrahydro-",C1613510
"181.   102.07 Propanoic acid, ethyl ester",C105373
182.   102.07 Isopropyl acetate,C108214
183.   102.07 Pentanoic acid,C109524
184.   102.07 n-Propyl acetate,C109604
"185.   102.07 Ethanol, 2-(2-propenyloxy)-",C111455
"186.   102.07 1,3-Dioxane, 4-methyl-",C1120974
187.   102.07 3-Hydroxy-3-methyl-2-butanone,C115220
"188.   102.07 Butanoic acid, 2-methyl-",C116530
"189.   102.07 Ethene, (2-methoxyethoxy)-",C1663350
"190.   102.07 2-Butanone, 4-hydroxy-3-methyl-",C3393644
"191.   102.07 2-Pentanone, 4-hydroxy-",C4161608
"192.   102.07 Butanoic acid, 3-methyl-",C503742
"193.   102.07 1,2-Cyclopentanediol, trans-",C5057998
"194.   102.07 Formic acid, 2-methylpropyl ester",C542552
195.   102.07 Methyl isobutyrate,C547637
"196.   102.07 Formic acid, 1-methylpropyl ester",C589402
"197.   102.07 Formic acid, butyl ester",C592847
"198.   102.07 2,2-Dimethyl-3-hydroxypropionaldehyde",C597319
"199.   102.07 Butanoic acid, 2-methyl-",C600077
"200.   102.07 Butanoic acid, methyl ester",C623427
"201.   102.07 Propanoic acid, 2,2-dimethyl-",C75989
"202.   102.07 2-Furanmethanol, tetrahydro-",C97994
203.   102.08 N-Acetylethylenediamine,C1001532
204.   102.08 Butyric acid hydrazide,C3538656
"205.   102.08 Ethanamine, N-ethyl-N-nitroso-",C55185
"206.   102.08 Cyclohexane, fluoro-",C372463
"207.   102.09 Boronic acid, ethyl-, dimethyl ester",C7318823
"208.   102.09 Silane, dimethyl-n-propyl-,",C18143312
"209.   102.10 1-Pentanol, 2-methyl-",C105306
"210.   102.10 2-Pentanol, 4-methyl-",C108112
211.   102.10 Diisopropyl ether,C108203
212.   102.10 1-Hexanol,C111273
213.   102.10 Di-n-propyl ether,C111433
"214.   102.10 1-Butanol, 2,3-dimethyl-",C19550302
"215.   102.10 1-Butanol, 2,3-dimethyl-,",C20281850
"216.   102.10 3,3-Dimethylbutane-2-ol",C464073
"217.   102.10 2-Pentanol, 3-methyl-",C565606
"218.   102.10 3-Pentanol, 2-methyl-",C565673
"219.   102.10 1-Pentanol, 3-methyl-",C589355
"220.   102.10 2-Pentanol, 2-methyl-",C590363
"221.   102.10 2-Butanol, 2,3-dimethyl-",C594605
222.   102.10 3-Hexanol,C623370
"223.   102.10 1-Butanol, 3,3-dimethyl-",C624953
"224.   102.10 1-Pentanol, 4-methyl-",C626891
225.   102.10 2-Hexanol,C626937
"226.   102.10 Propane, 1-ethoxy-2-methyl-",C627021
"227.   102.10 Butane, 1-ethoxy-",C628819
"228.   102.10 Propane, 2-ethoxy-2-methyl-",C637923
